What are the types of approved education/healthcare expenses under the respective Approved Institution (AI)s?,"The types of educational and healthcare expenses approved for use in the Child Development Account (CDA) are: (a) Basic fees and indirect expenses at child care centres, kindergartens, special education schools or early intervention programmes, where applicable.  Approved list of indirect education expenses for payment through the CDA* Uniforms and attire Insurance Registration fee [Note: Not applicable (N.A.) for special education schools.] Bedding Materials [Note: N.A. for kindergartens and special education schools.] Materials/Books [Note: N.A. for childcare centres.]  Local Excursion/field trips Transport Deposit (must be refunded back into CDA) [Note: N.A. for special education schools which do not collect deposits.] Examination/assessment fees [Note: N.A. for childcare centres and kindergartens.] *Note: As the type of indirect expenses vary by the AIs, parents should confirm the actual expenses charged to the CDA with the AI. (b) Medical expenses at hospitals and clinics (c) Premiums for Medisave-approved integrated shield plans (d) Products at pharmacies: Medication prescribed by a medical practitioner or a pharmacist Surgical products Over-the-counter-medication Dermatological products Vitamin and health supplements (e) Spectacles, contact lens, optical-related eye care products and services at optical shops (f) The purchase, rental, maintenance or repair of Assistive Technology Device (ATD) and accessories, such as hearing aids, Braille laptops and wheelchairs; and professional assessment services in relation to the purchase or rental of ATDs.",238
What is the deadline for me to top up the CDA?,"You may top up your child’s CDA up to 31 December of the year your child turns 12 years old. Funds in the CDA will then be automatically transferred to your child’s Post Secondary Education Account (PSEA) under the Ministry of Education.  You may continue to save in the PSEA until your child is 18 years old and receive the remaining dollar-for-dollar Government matching if you have not saved up to the CDA cap. For more information on PSEA, please visit the Ministry of Education's website.",239
Why am I not able to use my Baby Bonus card when I still have remaining balance in the Child Development Account (CDA)?,"If you have not used the Baby Bonus Card for a long time, you may need to approach the CDA bank to re-activate it. The CDA banks, which are POSB/DBS, OCBC, and UOB, are responsible for issuing Baby Bonus NETS cards to parents.  If you would like to check your child's CDA balance and Government matching contributions, please go to Baby Bonus Online, click on ‘View/Update My Baby Bonus Details’. After logging in with your SingPass, please select 'View Statement’.",240
What is a Child Development Credit or CDA top-up?,"The Government may make one-time contributions into the Child Development Account, or CDA, from time to time. This CDA top-up does not receive Government matching. The most recent round of CDA top-up was in September 2015, for eligible children born between January 2009 and December 2015.",241
What are the Baby Bonus Benefits for my first or second child born in 1 January 2015 to 23 March 2016,"Your child will have up to $14,000 of Baby Bonus Benefits comprising: Cash Gift of $8,000 Dollar-for-dollar Government Matching Contribution of up to $6,000. When parents save in the Child Development Account, the Government will match dollar-for-dollar up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",242
What are the Baby Bonus Benefits for my third or fourth child born in 1 January 2015 to 23 March 2016,"Your child will have up to $22,000 of Baby Bonus Benefits comprising: Cash Gift: $10,000 Dollar-for-dollar Government Matching Contribution: Up to $12,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",243
What are the Baby Bonus Benefits for my fifth or beyond child born in 1 January 2015 to 23 March 2016,"Your child will have up to $28,000 of Baby Bonus Benefits comprising: Cash Gift of $10,000 Dollar-for-dollar Government Matching Contribution of up to $18,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",244
What are the Baby Bonus Benefits for my first or second child born in 26 August 2012 to 31 January 2014,"Your child will have up to $12,000 of Baby Bonus Benefits comprising: Cash Gift of $6,000 Dollar-for-dollar Government Matching Contribution of up to $6,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",245
What are the Baby Bonus Benefits for my third or fourth child born in 26 August 2012 to 31 January 2014,"Your child will have up to $20,000 of Baby Bonus Benefits comprising: Cash Gift of $8,000 Dollar-for-dollar Government Matching Contribution of up to $12,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",246
What are the Baby Bonus Benefits for my fifth or beyond child born in 26 August 2012 to 31 January 2014,"Your child will have up to $18,000 of Baby Bonus Benefits comprising: Dollar-for-dollar Government Matching Contribution of up to $18,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",247
What are the Baby Bonus Benefits for my first or second child born in 17 August 2008 to 25 August 2012,"Your child will have up to $10,000 of Baby Bonus Benefits comprising: Cash Gift of $4,000 Dollar-for-dollar Government Matching Contribution of up to $6,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",248
What are the Baby Bonus Benefits for my third or fourth child born in 17 August 2008 to 25 August 2012,"Your child will have up to $18,000 of Baby Bonus Benefits comprising: Cash Gift of $6,000 Dollar-for-dollar Government Matching Contribution of up to $12,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution within 2 weeks. Savings above the maximum Government matching contribution will not be matched.",249
What are the Baby Bonus Benefits for my first child born in 1 January 2006 to 16 August 2008,"Your child will have up to $3,000 of Baby Bonus Benefits comprising: Cash Gift of $3,000 only",250
What are the Baby Bonus Benefits for my second child born in 1 January 2006 to 16 August 2008,"Your child will have up to $9,000 of Baby Bonus Benefits comprising: Cash Gift of $3,000 Dollar-for-dollar Government Matching Contribution of up to $6,000 When parents save in the Child Development Account, the Government will match dollar-for-dollar in the Account up to the maximum Government matching contribution. Savings above the maximum Government matching contribution will not be matched.",251
My spouse does not agree. I just found out that my child has joined the scheme without my agreement. Can you change the bank account holder or Child Development Account (CDA) trustee to me?,"At present, only the existing bank account holder or CDA trustee can request for a change. MSF will not be able to accede to your request otherwise.",252
My spouse is not contactable. I just found out that my child has joined the scheme without my agreement. Can you change the bank account holder or Child Development Account (CDA) trustee to me?,"If you are presently the primary caregiver for your child but your spouse is currently the CDA trustee and/or bank account holder, and you are unable to contact him/her to request for a change, you may write in to us using this form. Simply enter “CDA Trustee / Cash Gift Bank account holder” in the Subject field and key in your details.",253
"My child is unborn, Why is my application unsuccessful?","You can submit a pre-birth registration between 8 to 2 weeks before your child's Estimated Delivery Date (EDD) by completing Section A of the application form, if you are giving birth in Singapore and your child will be a Singapore citizen at birth your marriage was registered in Singapore The applicant has to be a S/Pink or S/Blue NRIC holder. If your child is eligible, he or she will be enrolled within 3 to 5 working days.",254
My child is a Singaporean at birth. Why is my application unsuccessful?,"Your application could be unsuccessful due to the following:  The particulars of parents in the form were not entered according to the child's Singapore birth certificate. Please submit a new application by entering the details according to your child's birth certificate; or Your child does not meet one of the eligibility criteria where both parents must be lawfully married. If you and your child's father are married now, you can email a copy of your child's birth certificate and your marriage certificate to us at msf_babybonus@msf.gov.sg. Your child's birth certificate must bear both the father's and mother's details.",255
My child was not a Singaporean at birth but has obtained Singapore Citizenship. Why is my application unsuccessful?,"If your child was born overseas and has obtained Singapore Citizenship, please submit a new application by completing Section C and upload the required documents including your marriage certificate for our review.    For the question: ""Is your marriage registered in Singapore and your identification type and number remain the same as your marriage records?"", please indicate ""No"" if your marriage was registered overseas, or you or spouse's identification number is different from his or her details in your Singapore marriage certificate.    Your application status will change to 'In-progress' once your application is submitted. It will take between 5 to 7 working days to process your application. You can view your application status online by going to ""View/Update my Baby Bonus Details"" on the Baby Bonus Online portal. You can also find out how much Baby Bonus your child can receive using ""View Statement"" at ""Family View"".",256
My child is adopted at birth but has obtained Singapore Citizenship. Why is my application unsuccessful?,"If your child was adopted and has obtained Singapore Citizenship (if applicable), please submit a new application by completing Section D and upload the required documents for our review.    Your application status will change to 'In-progress' once your application is submitted. It will take between 5 to 7 working days to process your application. You can view your application status online by going to ""View/Update my Baby Bonus Details"" on the Baby Bonus Online portal. You can also find out how much Baby Bonus your child can receive using ""View Statement"" at ""Family View"".",257
I am the nominated CDA Trustee and I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child?,"If you, the applicant, are the CDA Trustee, your child's CDA will be automatically opened within 3 days once he or she joins the scheme.",258
My spouse is the nominated CDA Trustee and I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child?,"If you, the applicant, have nominated your spouse as the CDA Trustee, your spouse needs to complete the acceptance of CDA terms and conditions using the Baby Bonus Online portal. The CDA will be opened within 3 working days after he or she completes the acceptance.",259
I am a foreigner and I have applied for the Baby Bonus Scheme. How can I open the Child Development Account (CDA) for my child?,"If the CDA trustee is a foreigner or third party, we will send a letter of authorisation to him or her to open a CDA at the bank.",260
What is the Moments of Life (Families) app?,"The MOL(Families) app was created to support you in your parenthood journey. Services and information centred round the needs of you and your family are integrated via a single digital platform, giving you what you need when you need it. Key features of the app include:   I. Register your child’s birth & apply for the Baby Bonus (currently applicable only for births in public hospitals) in one form; II. Search for and indicate interest in preschool facilities of your choice, through the use of geolocation technology, with accompanying information on school fees and vacancies; III. Access your child’s immunisation and medical appointment records; and IV. Receive credible and up-to-date Government content on applicable schemes and benefits, parenting information and events.  If you have a question on the app, email us at mol_families@psd.gov.sg.",261
When will new features be released on the app and how will I be notified?,The Moments of Life (Families) app will be enhanced regularly. Updates will be made available through the Apple App Store and Google Play Store.,262
Who can use the app for online Birth Registration?,"To access the online Birth Registration service in the app, you or your spouse must be a Singapore citizen and   a. Both be SingPass/MyInfo account holders; b. Your child must have a valid electronic Notification of Live Birth (eNLB); and c. You must have registered your marriage in Singapore.   As the app is in its first pilot phase of development, the Birth Registration service is only available to citizens whose child is born in public hospitals, namely KK Women’s and Children’s Hospital (KKH), Singapore General Hospital (SGH) and National University Hospital (NUH).",263
I have registered the birth of my child on the app. What documents do I need to produce to collect my childâ€™s Birth Certificate?,"If you are a Singapore Citizen, you will only need to show your NRIC to collect the Birth Certificate.   If you are a foreigner, you will need to provide the following documents: Passport, or Long-Term Pass cards, or Disembarkation/Embarkation cards. However, if you or your spouse have edited any marriage information in in the online application, you will also need to show your original marriage certificate for verification.   As your marriage records will need to be verified at the point of Birth Certificate collection, you may experience a longer wait to collect your child’s Birth Certificate.",264
I registered my childâ€™s birth on the app but missed my appointment to collect my childâ€™s Birth Certificate. Can I make another appointment on the app?,Please log in to Immigration & Checkpoints Authority (ICA) e-Appointment page to request for a change in date and time of your appointment.,265
Why canâ€™t I make an appointment on the app to collect the Birth Certificate(s) at the hospital?,The e-appointment booking feature for hospitals is currently not available on the app. E-appointment bookings via the app are only available for Birth Certificate collection at the Immigration & Checkpoints Authority (ICA).,266
"If I am not the parent of the child, can I collect the childâ€™s Birth Certificate on behalf of the childâ€™s parents?",The Birth Certificate can only be collected by the child’s parents.,267
Why does my spouse need to log in with SingPass as well? Can I submit the application on my spouseâ€™s behalf?,"As the consent of both parents is required for Birth Registration, you and your spouse will need to log in with SingPass in order to provide your individual consent to the application. This will also enable us to verify your marriage details.",268
My spouse does not have a SingPass account. What should I do?,"Your spouse will need to visit www.singpass.gov.sg to register for a SingPass account.   If your spouse is unable to obtain a SingPass account, you can register your child’s birth at the hospital where he or she was born or at the Immigration & Checkpoints Authority (ICA).",269
My spouse is overseas. Can I key in an overseas mobile number during Birth Registration?,"Currently, you can only key in a local mobile phone number during Birth Registration.   You may consider registering your child’s birth at the hospital where he or she was born or at the Immigration & Checkpoints Authority (ICA) instead.",270
My spouse is overseas and cannot be contacted via SMS to complete the Birth Registration process. What should I do?,"Birth Registration must be completed within 42 days of your child’s birth.   You may register your child’s birth after your spouse is available to receive SMS notifications.   Alternatively, you may proceed to register your child’s birth at the hospital where he or she was born or at the Immigration & Checkpoints Authority (ICA).",271
"I am a Singapore citizen, but I gave birth to my child in a private hospital. Why am I not eligible to register my baby on the app?","The Moments of Life (Families) app is still in the pilot stages of development. For the first phase, the Birth Registration service is only available to citizens whose child is born in public hospitals, namely KK Women’s and Children’s Hospital (KKH), Singapore General Hospital (SGH) and National University Hospital (NUH).   There are plans to extend the Birth Registration service to private hospitals. More details will be announced later.   However, you are still able to access other features of the app such as the preschool geolocation search function, viewing of your child’s immunisation records and medical appointments, and parenting information and events.",272
My payment for the Birth Registration was rejected. What should I do?,"You will be redirected to the Birth Certificate collection page in the app, where you will be able to access the payment process again.   If you encounter further issues with payment, please contact us at mol_families@psd.gov.sg.",273
"I did not register the birth of my child using the app. Now that I have collected my childâ€™s Birth Certificate, can I still use the app to apply for Baby Bonus?","Yes, you can access the Baby Bonus website via the Moments of Life (Families) app.   To apply, please follow the steps below.   1) Go to “Menu” 2) Select “Newborn” under “Services” 3) Select “Baby Bonus Application”, where you will be linked directly to the Baby Bonus website in-app. 4) Log in with your SingPass.",274
I am not married or I am separated/divorced. How can I register for the birth of my child?,You can register your child’s birth at the hospital where he or she was born or at the Immigration & Checkpoints Authority (ICA).,275
"As a single parent, can I use the app to apply for Baby Bonus?","Yes, you can access the Baby Bonus website on the Moments of Life (Families) app.   Check your eligibility to open a Baby Bonus Child Development Account (CDA).   To apply, please follow the steps below.   1) Go to “Menu” 2) Select “Newborn” under “Services” 3) Select “Baby Bonus Application” 4) Log in with your SingPass.",276
How can I indicate interest in centres for my child who is not born yet?,You will need a valid Birth Certificate number to indicate your interest in centres.,277
I want to add another centre but I have already selected 10 centres. What should I do?,"If you have already selected 10 centres, you will need to remove centres before adding more.   To view the list of selected centres:   1) Tap on the ""View"" button from ""Results"" or ""Details"" page. 2) Select ""Remove"" on the ""Selected Centres"" page",278
How can I indicate interest for kindergartens?,Kindergartens hold annual mass registration exercises for their student enrolment. Please contact the kindergartens directly if you would like to enrol your child.,279
How will I know if my child has been successful in getting a place in the centre I have indicated interest in?,The centre will contact you directly if your child has successfully been enrolled.,280
How do I know if a centre is a Baby Bonus Approved Institution?,You can check if the centre is a Baby Bonus Approved Institution.,281
What are the services available under Child Health on the app?,You will be able to view your children’s immunisation and appointment records on the app.   To view your child’s immunisation and appointment records: 1) Go to “Menu” 2) Select “Child Health” under “Services” 3) Select “Immunisation Records” or “Medical Appointments” 4) Log in with your SingPass   Medical appointments made with private clinics or hospitals will not be reflected on the app.,282
"I wish to change my childâ€™s immunisation appointment, can I do so via the Moments of Life (Families) app?",You can currently only view your child’s immunisation records on the Moments of Life (Families) app.   Please contact the polyclinic/hospital where your child will be having the immunisation to request for a change in appointment.,283
My childâ€™s appointment information is not updated. What should I do?,Please contact the Health Promotion Board (HPB) at hpb_healthhub@hpb.gov.sg.,284
What platform does the app run on?,The app supports the current major versions (and up to 2 versions earlier) of iOS and Android. Details on compatibility can also be found on the App listing page in the Apple App Store or Google Play Store.,285
What are the services on the app that require SingPass login?,"Services such as Birth Registration, Baby Bonus Application and Child Health will require SingPass login to prefill the online form or view records.   Log in with SingPass on the “Profile” page to have immediate access to your children’s MyInfo records.",286
I do not have SingPass account. What should I do?,Please visit www.singpass.gov.sg to register for a SingPass account.,287
I have forgotten my SingPass password. What do I do?,Please visit www.singpass.gov.sg to reset your SingPass password.,288
How do I indicate my interest for an infant care/child care centre?,To indicate your interest for an infant care/child care centre:   1) Go to “Menu” 2) Select “Preschool” under “Services” 3) Select “Preschool Search” 4) Search for the centre using its name or postal code 5) Select “Select Centre”   You will be able to indicate your interest for up to 10 infant care/child care centres.,289
